Company_Name,Job_Description,Job_Location_City,Job_Location_Region,Title
The Judge Group,"Location: Description: Data Science Manager This position can either sit local in Minnesota or can be done 100% remotely. This job will have the following responsibilities: Manage, delegate, and deliver all analytic initiatives and requests prioritized by key business partner Manage on-shore/off-shore resources when needed for project delivery Deliver quarterly business results and analysis to leadership Develop and implement effective/strategic solutions through exploration, analysis, and modeling of data Clearly communicate findings, recommendations, and strategies to a range of stakeholders Qualifications & Requirements: 5+ years hands-on expertise with Big Data technologies and relational databases Experience in programming with analytical tools such as SAS or R Big Data Application Development specific skills: Air Flow, Spark, Hive, Python 5+ years of experience performing, managing, and delivering on data science projects/initiatives Healthcare industry experience Experience working with claims data is preferred Contact: lcoon@judge.com This job and many more are available through The Judge Group. Find us on the web at www.judge.com",REMOTE,Oregon,"Data Science Manager at The Judge Group
"
Zimmer Biomet,"Job Summary Zimmer Biomet is a world leader in musculoskeletal health solutions. Our team members are part of a company with a heritage of leadership, a focus on shaping the future, and a mission dedicated to alleviating pain and improving the quality of life for people around the world. The Data Science Lead is responsible for leading how we use advanced insights to drive growth, including creating predictive and prescriptive models. The right candidate for this high-impact role combines business know-how with a strong data science background to deliver outcomes that fit and continuously drive better business results. If you are a highly motivated creative and technical problem solver with a desire to have a meaningful impact on our enterprise we would love to speak with you.  Principal Duties and Responsibilities Lead the development of advanced data analytics solutions with cross-functional engagement teams who serve healthcare, manufacturing, and public sector clients Responsible for generating tangible value from data by building, helping to implement and maintain production predictive and prescriptive models and tools Take ownership of the full analytic lifecycle from sourcing and wrangling data to post-deployment maintenance Help set vision, prioritization, roadmap and resourcing for pricing analytics initiatives within a fast-paced ambiguous technology environment Partner with sales, finance, supply chain, internal audit, and HR teams to help drive advanced analytics as needed. Work cross-functionally to define, measure, and set up use cases to deliver better actionable business insights. Have the intellectual curiosity to identify new modeling technologies/methodologies/software packages to improve the current modeling processes. Responsible for the conception, planning, and prioritizing of data science projects & align with organizational goals Lead to Utilize data visualization tools to deliver insights faster to stakeholders as well as experimenting with new models and techniques Spot and evaluate emerging/cutting edge, open source, data science/machine learning libraries/big data platforms (e.g. Datarobot, Dataiku, XGBoost, H2Oai) Lead & Adhere to stringent quality assurance and documentation standards using version control and code repositories (e.g., GitHub, Markdown) Expected Areas of Competence Ability to concisely express complex data analytics algorithms and results in a business context Proficiency in data analytics tools such as : R, Python, SQL, Alteryx, and/or Tableau Demonstrated senior-level IT management skills Demonstrated success leading complex IT projects at a regional or global level Proven track record in delivering results in a highly complex, matrix organization Experience in consulting or client support is preferred Advanced communication skills, exceptional interpersonal and presentation skills and the proven ability to influence and communicate effectively across functional lines and to diverse audiences Experience successfully building, managing, motivating and mentoring world-class IT teams Demonstrated use of metrics to measure success or improvements in areas of responsibility Keen understanding of budgets/financials and measuring business value via leading-edge metrics Expert ability to develop unique and novel solutions to problems; use intuition and a new way of thinking to give birth to new ideas; to present information in an attention-getting and interesting manner. Education/Experience Requirements Bachelor’s degree in Information Technology, Computer Science or related field required Master’s degree in business, technology or related field preferred 7-10 years of professional experience required 5+ years of relevant working experience developing advanced data analytics solutions Travel Requirements Up to 20% Additional Information EOE/M/F/Vet/Disability At Zimmer Biomet, we believe in The Power of Us, which means that we are stronger together. We are committed to creating an environment where every team member feels included, respected, empowered, and celebrated.",Warsaw,Indiana,"IT Assoc Director, Data Science Lead (660168) at Zimmer Biomet
"
Swift Transportation,"Collaborate with Data Science and Business Intelligence teams to identify, design, develop, and implement data applications such as truck arrival intelligence, network balance recommendations, service failure mitigation, and driver hours optimization. Extensive elastic search development. Provide troubleshooting, coding, and data pipeline expertise to Data Science and Business Intelligence teams. Identify and implement outside data sources and new technologies to enhance analysis and reporting impact on business problems. Collaborate with Data Warehouse/ ETL team to transition data sets into production/core environment and implement new data technologies for analysis and reporting use. Maintain a positive work atmosphere by acting and communicating in a manner which facilitates the success of business operations in order to meet company demands and expectations and perform other duties as assigned by leadership. Proactively work to assist others in achieving the organization's objectives. Skills:Must possess excellent interpersonal skills.Must be able to collaborate with others on team and across the organization.Must be able to present recommendations and/or findings to others including senior leadership. Education: Bachelors in computer science or related field or equivalent combination of education and experience required. Experience Required: 3+years related hands on experience required. Previous experience with Java and SQL required. Proven problem solver, creative thinker capabilities required. Experience with Alteryx, Elastic Search, Hive/Impala, Scala, Spark, Python, HTML, Groovy preferred.",Phoenix,Arizona,"DATA ENGINEER at Swift Transportation
"
DraftKings,"Create at a groundbreaking company. Manage the entire product development cycle from strategic planning to launch and post-launch optimization. Work with stakeholders to understand data science needs and leverage them to drive the long-term vision for the data science team. Work closely with the data science engineering team to develop solutions for identified product opportunities. Continuously maintain a product road map for a full stack team of data science engineers. Work closely with engineering, production, and other stakeholders to break down high level projects into product specification documents. Define annual goals and multi-year product vision for the Data Science. A minimum of a Bachelor's Degree is required. A Technical Degree is preferred. A minimum of 4 years of relevant product management or related experience is required. Experience working with data science and/or machine learning products. Comfort gathering and analyzing data to make product decisions and build business cases. Comfort collaborating across multiple departments, including Technology, UX, Marketing, and Finance. Experience with agile software development methodology and working with engineering and data teams on technical projects. Who are we a good fit for? Apply now",Boston,Massachusetts,"Product Manager, Data Science at DraftKings
"
Turner Sports,"HBO Max is the future of entertainment and storytelling. The Job The Daily Guide the team to apply datamining, machine learning and/or deep learning techniques for a variety of modeling and relevance problems, including but not limited to customer behavior/lifecycle model, LTV model, content evaluation, and content recommendation Understand the data and lead the ETL process to utilize large volumes of first party, second party, and third-party data for modeling purpose Collaborate with ML Engineering team in the ML (machine learning) model deployment and production execution in in a cloud environment such as AWS using standard managed platforms such as Databricks, Sagemaker etc Define metrics, understand A/B testing and statistical measurement of model quality Evaluate and facilitate the integration of additional sources of data that can enhance analytic capability, continually identify and fix issue that could enforce robust analytic process Work on building and executing plans to optimize the use and value of data to increase consumer engagement and better decision making across the organization. Collaborate with stakeholders to understand their needs to ensure alignment on the development and delivery of scalable solutions; Present models and methodology to senior management and socialize results and learnings within the organization to drive business decisions Work closely with the BI and engineering teams to implement the tools needed to support the empowerment of the organization with data. Synthesize analytics and statistical approaches into easy-to-consume storylines, both visually and verbally, and provide indicated actions for executive audiences The Essentials Graduate degree in Computer Science, Engineering, Data Science, or other computational disciplines, and PhD preferred 7 years' experience in data science roles, entertainment/media experience is preferred 3 years' experience managing a team Significant experience working with relational databases and SQL (experience with Pyspark/Scala is a plus) Advanced-level proficiency in both R and Python (including class/function structure, package design and management) Experience with the application of data science and advanced analytics techniques across structured and unstructured data. Experience developing content evaluation and customer lifecycle models such as churn. Experience with working in cloud-based environments like AWS Proven ability building relationships and collaborate with stakeholders across large organizations. Excellent verbal and written communications skills Experience working with data from digital ad platforms, e.g. Facebook, Google Ads, etc. is a plus The Perks Exclusive WarnerMedia events and advance screenings Paid time off every year to volunteer Access to well-being tools, resources, and freebies Access to in-house learning and development resources Part of the WarnerMedia family of powerhouse brands",Los Angeles,California,"Manager, Data Science at Turner Sports
"
Marina Maher Communications MMC,"The SVP of Strategy will work primarily with the Health and Wealth Being practice account and brand teams at MMC to clarify business objectives and communications goals.  The strategist will conduct research, develop overarching marketing communication insights and strategies, and guide program/tactic level ideation. This role will support both new business pitches, organic growth opportunities, existing client work and new product development. The SVP strategy is an ongoing business partner who uses research, insights, business intelligence and data to architect the most powerful business driving programs. Attributes Deep business acumen with the ability to negotiate and define business objectives, and translate them into marketing and comms objectives Empathetic understanding of consumers, patients, and audiences – what motivates, drives, inspires, influences Delivers powerful insight and strategies that inspire great creative Collaborates to deliver the best creative, building it with business grounded feedback Charismatic and captivating ability to set up creative ideas Agile and able to work across 15-20 accounts Ability to build on strategy skills:  research, trend-sensing, and storytelling Outlook Passion for learning beyond healthcare; interest in supporting our Consumer brand and Corporate initiatives Entrepreneurial with the ability to mine for and seize opportunities Operationally minded, detail oriented, critical thinker Positive and inspirational; Humble and inquisitive Agile and adaptable Responsibilities Understand our clients’ business, source of volume, growth, and how our efforts will deliver on their business goals. Develop and execute research needed to get to insights --drafting interview questionnaires and surveys and deep-diving into market reports on treatments, pipelines and drug MOAs. Analyze social data that is generated by our analytics team. Derive behavior-changing insights around target audiences, marketplace, culture and brand that will inspire creative campaigns Write creative briefs, brief creative, media and influencer teams and work with creatives to ensure ideas are on strategy, and work with Brand leaders to ensure ideas are on- brand Identify measurement KPIs and work with data/analytics team to develop measurement reporting approach Prepare client presentations/decks that summarize insights and overarching strategy and present to clients Cultivate strong relationships with staff, internal partners, and clients Manage a small team of 2-3 team members; provide guidance on their critical thinking and insights/strategy development, help them to prioritize projects and manage clients. Serve as mentor in support of their career development. Qualifications Experience Requirements 10 – 12 years of experience in marketing/communications strategy and planning, from a traditional PR and/or digital agency, with strong understanding of earned and social media Strong healthcare experience and willingness to be dedicated to work on healthcare work -- pharma, HCP, women's health are key, in addition to OTC and health and wellness Strong ability and interest in medical data, science, understanding MOA and simplifying it for creatives Demonstrated experience with responding to new business opportunities; building strategy, pitching, and deck writing Level of comfort with research techniques and resources and insight generation Demonstrated experience with analytics and analyzing data Interest in developing new “products” and plus ups to sell to clients Demonstrated ability to lead and promote a culture of collaboration and teamwork across organizational functions—strategy, creative and account. Leadership experience in training, managing and mentoring a team Agility in working style – demonstrated ability in managing and developing staff, working against tight timelines and to work collaboratively with Creatives.",New York,New York,"SVP Strategy at Marina Maher Communications MMC
"
BlackRock,"When Company was started in 1988, its founders envisioned a company that combined the best of financial services with cutting edge technology. They imagined a business that would provide financial services to clients as well as technology services to other financial firms. The result of their vision is Aladdin, our industry leading, end-to-end investment management platform. With assets valued over USD $7 trillion managed on Aladdin, our technology empowers millions of investors to save for retirement, pay for college, buy a home and improve their financial wellbeing. Data is at the heart of Aladdin and increasingly the ability to consume, store, analyze and gain insight from data has become a key component of our competitive advantage. The DOE team is responsible for the data ecosystem within Company. Our goal is to build and maintain a leading edge data platform that provides highly available, consistent data of the highest quality for all users of the platform, notably investors, operations teams and data scientists. We focus on evolving our platform to deliver exponential scale to the firm, powering the future growth of Aladdin. Software engineers at Company get to experience working at one of the most recognized financial companies in the world while being part of a software development team responsible for next generation technologies and solutions. Our engineers design and build large scale data storage, computation and distribution systems. They partner with data and analytics experts to deliver high quality analytical and derived data to our consumers. We are looking for software engineers who like to innovate and seek complex problems. We recognize that strength comes from diversity and will embrace your unique skills, curiosity, drive, and passion while giving you the opportunity to grow technically and as an individual. We are committed to open source and we regularly give our work back to the community. Engineers looking to work in the areas of data pipelines, discovery, storage, distribution, distributed computation, consumption and infrastructure are ideal candidates. Responsibilities Developers are expected to be involved from inception of projects, understand requirements, architect, develop, deploy, and maintain applications. Typically they work in a multi-disciplinary squad (we follow Agile!) which involves partnering with program and product managers to expand product offering based on business demands. Design is an iterative process, whether for UX, services or infrastructure. Our goal is to drive up user engagement and adoption of the platform while constantly working towards modernizing and improving platform performance and scalability. Deployment and maintenance requires close interaction with various teams. This requires maintaining a positive and collaborative working relationship with teams within DOE as well as with wider Aladdin developer community. Production support for applications is usually required for issues that cannot be resolved by operations team. Creative and inventive problem solving skills for reduced turn around times are highly valued. Preparing user documentation to maintain both development and operations continuity is integral to the role. Adhering to Company's UX and design standards is expected and contributing towards upkeep of those standards is encouraged. Desirable Skills BA/BS in Computer Science or equivalent practical experience At least 5+ years experience as a software engineer Experience in deployment, maintenance, and administration tasks related to Cloud (Azure, AWS, GCP or Private Cloud), OpenStack, Docker, Kafka, Airflow and Kubernetes Familiarity with monitoring and log management tools like Splunk, App Dynamics, App Insights, ELK Familiarity with networking including DNS, Virtual Networks, VLAN, TLS, and VPN Familiarity with network and platform security strategies, algorithms, and implementation practices Robust object-oriented design pattern knowledge and implementation experience using one or more languages like Java, C++, Scala or Python Experience working with relational/non-relational databases and understanding of storage technologies (like MySQL, Sybase, MongoDB, InfluxDB, Cassandra or HBase) Experience with dev ops tools like Git, Maven, Jenkins, Gitlab CI, SonarQube Experience with Agile development concepts and related tools Excellent written and verbal communication skills Passion for learning and implementing new technologies Skills that would be a plus Experience with web technologies like Angular 2+ (or React/Vue), TypeScript, RxJS Experience with Go",Atlanta,Georgia,"VP Enterprise Cloud Engineering at BlackRock
"
Thirty Madison,"The Role  We are collecting what we believe is the world's most comprehensive repository of data for the chronic health conditions on which we focus. By effectively utilizing this data, we have an opportunity to better manage our existing business, launch new businesses, and provide a more comprehensive and effective offering for our patients. Having the right data at our fingertips and deploying it in creative ways can significantly improve patient outcomes. For example, using predictive analytics to synthesize a migraine patient's medical history, recent symptoms, and current medication regimen to propose a new, life-improving treatment path is something that doesn't happen in healthcare today. We are looking for a VP, Data to help us make moments like that possible throughout our businesses, and drive the strategy and execution for how Company should organize, analyze, and utilize data. You will be responsible for building and leading our data organization, including the Data Analysis, Data Engineering, and Data Science teams. You will collaborate with business leaders across all of our brands and platform functions. You will help us to refine and scale our existing data practices, as well as lead the team to build new capabilities from the ground up. You will also play a critical role in developing and advocating for a data-driven culture across the company. The ideal candidate has experience scaling data organizations within a fast-growing startup. You care about building a diverse and inclusive data culture. We look for teammates who are humble, curious, kind, proactive, resourceful, and will challenge us at every turn. This is an incredible opportunity for someone who wants to drive change in healthcare and improve how millions of people manage chronic health issues. You’re the right person for this role if you are: A visionary who can map the path for building a data operation that can deliver business and healthcare insights at scale, and then execute against that vision An established data leader, who can partner with stakeholders to drive data-driven decisions An experienced manager, who can mentor and develop junior and senior members of a data team A creative and versatile problem solver. You thrive in fast-paced, constantly changing environments by creating structure and process where there is none A clear communicator who can work cross-functionally and tell easy to understand stories with data Excited about operating in fast-moving and early stage environments Capable of rolling up sleeves and delivering as an individual contributor when necessary Motivated by the opportunity to change how chronic conditions are treated Passionate about data and using it to drive strategic decision making Some things you will work on: Develop the strategy to provide short-term and long-term data solutions for both growing our business and delivering meaningful healthcare insights for the treatment of chronic conditions Collaborate with team leaders from across the organization to create data roadmaps that will help each business unit and functional group to achieve success Identify new and impactful opportunities for Company based on emergent data Oversee the buildout of data infrastructure and processes, including data governance and data integrity approaches Understand end to end data management interactions and dependencies across complex data pipelines and data transformations, and how they impact business decisions Facilitate the establishment and execution of the data roadmap for information delivery and management, including our data warehouse, processing and modeling “big data”, B.I. reporting and dashboarding, and product insights and analytics Establish the vision for data science at Company and build that function from the ground up Grow and develop our data team, which currently consists of three data analysts and one data engineer You should have: 12+ years of experience working in data teams, with 5+ years in a leadership / management capacity Direct experience managing across data functions, specifically including at least two of the subject areas of data analysis, data engineering, and data science Experience partnering with business teams to understand business goals and seamlessly integrate them into our data roadmaps Strong project management skills with the ability to handle multiple projects and the desire to bring structure to undefined procedures Experience with predictive analytics and/or productionalizing machine learning models Excellent communication, adaptability and collaboration skills Passion for the Company mission of expanding access to healthcare Bonus if you have the following: Prior experience working in digital healthcare, ideally using data to measure and drive improvement in health outcomes Understanding of D2C and subscription business models, and the types of analyses typically done to assess the health of these businesses and unlock value Experience with Company’s current data stack, which includes Snowflake, Looker, Stitch, dbt for transformations and modeling, Prefect for orchestration, and Snowplow for event tracking",New York,New York,"VP of Data at Thirty Madison
"
Chainalysis,"The Engineers at Company are driven by working on new technical challenges every day. Relentless problem-solvers and big dreamers, we’re building technology that enables widespread adoption of cryptocurrencies and lays the foundation for a new economic paradigm. The VP Engineering is an unparalleled people leader who is captivated by cryptocurrency and its potential use cases. We’re aiming to build and scale an engineering culture that inspires and attracts the world’s premier software engineers and our VP Engineering will be the visionary driving this transformation alongside our CEO and Founder. Your primary focus is to inspire and motivate the engineering teams to build history-making software  that literally changes the world. We measure success by the execution of our product roadmap, the retention and development of our technical team members, and how efficiently our infrastructure allows us to grow. In one year you’ll know you were successful if you’ve… Attracted industry-leading talent, built efficient team structure, and scaled our development teams to solidify our position as the industry's undisputed innovator in cryptocurrency compliance and investigative solutions Effectively managed, developed, and empowered the Engineering Managers, who oversee multiple teams of high-performing engineers, and supported them in the delivery process of Company's products Along with input from other leaders including the CEO, developed and guided the implementation of Company's engineering strategy and team design, operating plan, and resource allocation for the department, including prioritization and staff deployment Determined OKRs, project planning and resource requirements that enabled the engineering team to successfully execute on our roadmap Built and maintained the strong lines of communication between Engineering, Product, Product Design and Data Science teams Represented Engineering at the company level through cross functional collaboration between our technical and commercial teams Maintained a culture that adheres to Company's values of give first, radical gradualism, strong convictions loosely held, and rigor, not rigor mortis A background like this helps:  You’ve led teams at a high-growth or world-class technology company previously You are an experienced people manager, having held multiple senior leadership positions, including with several managers reporting directly to you, and can engage on architectural discussions and determine tradeoffs to drive discussion with a bias towards action You are fully committed to enabling and empowering people to do their best work, fostering an environment of innovation, promoting engineering best practices, and you have an impressive track record of leading teams that have built complex distributed systems You have strong vision and expertise to lead development activities across multiple domain areas including big data processing, machine learning architecture, and secure web-based applications From a technical perspective, you understand the give-and-take between scrappy and sophisticated and know when to employ both When faced with hard decisions, you take swift, decisive, and empathic action",New York,New York,"VP of Engineering Success at Chainalysis
"
Mathematica Policy Research,"Company applies expertise at the intersection of data, methods, policy, and practice to improve well-being around the world. We collaborate closely with public- and private-sector partners to translate big questions into deep insights that improve programs, refine strategies, and enhance understanding using data science and analytics. Our work yields actionable information to guide decisions in wide-ranging policy areas, from health, education, early childhood, and family support to nutrition, employment, disability, and international development. Company offers our employees competitive salaries, and a comprehensive benefits package, as well as the advantages of being 100 percent employee owned. As an employee stock owner, you will experience financial benefits of ESOP holdings that have increased in tandem with the company’s growth and financial strength. You will also be part of an independent, employee-owned firm that is able to define and further our mission, enhance our quality and accountability, and steadily grow our financial strength. Company seeks a passionate, visionary leader to be the Senior Vice President and Managing Director of the Children, Youth, and Families (CYF) division within the Human Services unit. The Managing Director develops the division’s strategy and oversees the work of the division including business development, project performance, staff development, and thought leadership. The CYF division works primarily in the areas of child development, services for children birth to age 5, strengthening family relationships, teen pregnancy prevention, economic independence, child welfare, food security, and nutrition assistance. CYF has over 200 professionals with specializations in evaluation, research, capacity building and technical assistance, data analytics, operations, surveys, and other data collection services. The division serves clients in government agencies at the federal, state, and local levels as well as private philanthropic and nonprofit clients. As a member of the Human Services leadership team, the Managing Director works collaboratively with other leaders in the Human Services unit and the company to deliver on Company’s strategic objectives and support a vibrant culture. The executive should have a commitment to Company’s mission. The ideal candidate will have prior executive experience leading professionals in a dynamic research or consulting environment, substantial content knowledge across a range of complex human services program and policy issues, and a comfort level engaging with other executives and clients to represent Company. We will consider hiring at the Vice President level if a candidate does not meet all of the qualifications of a Senior Vice President.  If you have applied to the Vice President posting previously, you need not apply again for the Senior Vice President role for consideration. Responsibilities of the Senior Vice President and Managing Director of Children, Youth, and Families (CYF) include: Advance Company’s position as a leader in the use of data and evidence for improving public well-being Lead development and execution of strategic and long-term plans for CYF Grow the division, expand the work to new clients and new offerings, and improve the success of current lines of work Engage with clients to understand client needs, client perspectives, perceptions of Company, and ways we can improve our client-centered approaches Lead change initiatives and drive adoption of new approaches that improve our ability to meet existing and emerging client needs Promote innovation in technology and analytic solutions that meet client needs Collaborate across Company to bring the best solutions to clients Build a high-performance culture, which involves overseeing the management of staff in the division, including training and professional development initiatives, recruitment, and allocation of staff resources Provide thought leadership and public commentary around issues critical to our clients Participate in business development and proposals Lead strategic projects Advise project teams and oversee monthly review of projects within CYF Be responsible for revenue, costs, staff utilization rates, and investment for CYF Contribute to the leadership of the Human Services unit and Company as a member of the Human Services leadership team Maintain a professional reputation as a substantive expert on programs that support children and families Position Requirements : Visionary leader who is strategic and passionate about Company’s mission and delivering the best solutions to our clients Demonstrated commitment to client-centered approaches that prioritize client needs and goals Commitment to building a diverse, equitable, and inclusive culture Strong leadership and management skills with demonstrated ability to lead change across organizational units and to manage with a collaborative, team-building approach Powerful communicator and careful listener who effectively engages and inspires clients and colleagues Demonstrated leadership, decision making, strategic thinking, and relationship management skills An entrepreneurial and creative approach to developing new, innovative ideas that will stretch the organization Ability to set clear and challenging goals that commit to improved performance and accountability Experience with business development and project delivery for federal agencies, particularly the Administration for Children and Families or the U.S. Department of Agriculture, Food and Nutrition Service At least 15 years of experience in program evaluation, research, or consulting environment, with 5 years of experience in leadership of research or consulting services in the children, youth, and families area Experience in managing a research or consulting group; ability to manage a division of more than 200 staff with annual revenue of over $70 million and contract backlog of over $250 million A master’s or doctorate degree in social science or relevant discipline or a combination of equivalent education and work experience",Princeton,New Jersey,"SVP and Managing Director at Mathematica Policy Research
"
Finastra,"Responsibilities: Provides leadership and direction for the Enterprise Data & Analytics function, working closely with key stakeholders on the long-term strategic goals for design, development, and implementation of data for enterprise-wide initiatives. This includes those used to support decisions on day-to-day operations, strategic planning, and specific business needs such as revenue growth, product pricing and design, risk management, and enhancing customer experience. Responsible for a range of data related functions that include strategy, governance, management, engineering, processing, quality standards, and the use of analytics across the enterprise. Work with executive leadership and key stakeholders to serve as a trusted partner in the delivery of data to achieve business outcomes and generate value while informing enterprise and business strategy. Champion an enterprise data vision and operating principles that improve data quality, consistency, accessibility, decision making, use, and stewardship. Provide expertise and consult on all major data-related initiatives inclusive of personnel recruiting, development, and retention within the enterprise. Collaborates with key stakeholders throughout law, compliance, privacy, and cybersecurity to ensure strong risk management, privacy, and security by design. Areas of focus: Data Strategy: Develop a comprehensive Data Strategy encompassing: Data collection/acquisition, Distribution & exploitation across all Company 's products and solutions from planning to go to market Develop and implement the strategy on data representation and consumption on Company 's Platform Own and manage entire process for bringing data products to market, including ideation, planning, implementing and handoffs for ongoing support and maintenance Develop and articulate multi-year data product roadmaps, while identifying key data technology gaps, risks or customer impacts. Legal & Privacy Develop legal and privacy strategy (right to use) policy. Develop, maintain, and enforce a broad governance policy. Stays abreast of emerging trends in regulation and risks to data security. Work with data stewards and product owners to ensure broad controls are adhered to and the policy develops as our market regulations develop. Partner with the internal teams to ensure that country & regional governance parties are up-to-date and reflected in our broad policy, and we have the right global controls in place. Data Monetization Develop  'build, buy and partner ' blueprint for data monetization. Support development of the data strategy to support a data-driven revenue model to amplify growth. Use Case Development Create use cases and business justification to enable data product creation and adoption across all products and solutions. Develop data/AI/ML use cases roadmap across the portfolios and domains. Design of Data Technology Platform Assist in the evaluation of selected data technologies for the platform and work on technical design and architectures that best achieves short and long-term business objectives. Coordinate product releases across several development and quality assurance teams, managing priorities, timelines and dependencies. Qualifications/Experience: Minimum of 10 years ' work experience in Data Management, Data Analytics or Data Science position within a complex organization building and product managing data/information products for large, technology-enabled global organizations/banks Degree in Computer Science, Economics, or other related technical/analytical field (MBA highly desired), Fintech experience preferred but not mandatory Demonstrated experience building and leading a data & analytics organization or practices as well as successful experience championing data analytics value across an enterprise to diverse audiences. Hands-on leadership role directly leading data and analytics teams and driving change within an organization. Proven and successful experience in a consulting role for senior leadership and executives. Deep understanding and experience in lean-agile / agility leadership, mindset and methods to maximize and continuously improve the flow of customer value. Knowledge of big data software, data engineering, data science and AI/ML technologies: languages, frameworks, techniques, industry trends, etc. Familiarity and interest to do hands-on (PoC) proof-of-concepts with data technologies specifically in the areas of market data, analytics, machine learning, AI and data mining, practical experience preferred. Experience with distributed data strategies and familiarity with cloud and storage technologies. Strong organizational skills and demonstrated capacity to develop and implement practical strategies, plans and solutions to identified issues and problems. Superior critical thinking skills, including the capacity to identify and appropriately assess and order competing interests and priorities. First rate verbal and written communication skills. Track record of taking initiative in managing competing organizational and departmental priorities and to work effectively under pressure when facing deadlines. Good judgment, discretion, tact and the ability to work easily with senior leaders from both the business and technology",Norcross,Georgia,"Chief Analytics & Data Officer at Finastra
"
Fivestars,"Who you are:  We are looking for a Head of Product Analytics who is excited to coach a team of product analysts and empower them to influence the product strategy and tactics.  The ideal candidate approaches her craft with the humility that comes with an understanding of the limitations of data and the passion that comes with a heart for the user. The candidate will bring a depth of functional and subject matter (SMB & consumer) experience with a proven track record driving meaningful product wins through insights & influence. Upon coming on board, you 'll be joining and fostering a culture of making, testing, and learning. You will be part of a group of highly collaborative, iterative, non-political, and curious makers excited by creating new and innovative solutions to our user 's problems. Responsibilities: Manage and mentor a team of product analysts & data scientists Use well-communicated data to influence the executive team and product leadership Scope, prioritize and execute analysis requests and questions across departments Use predictive modeling to advance our understanding of sales conversion, user churn, and merchant satisfaction Build an analytic framework to understand user engagement and how product initiatives impact engagement and growth Working with engineering, document and communicate requirements for data infrastructure and ETL processes to make product analytics accurate and efficient Requirements: Track record of driving cross-functional influence 5 to 10 years of experience and evidence of growing scope and influence Three years of building, managing, and mentoring teams. Experience with A/B testing; cohort rollout monitoring Expert proficiency with SQL and Tableau Proficiency with statistical analysis tools like Python or R Experience with machine learning and advanced statistical methods Experience with data platforms like Treasure Data, Redshift, & Salesforce a plus Strong problem solving and strategic thinking skills Experience with SaaS businesses a plus Experience with Data instrumentation design a plus Undergraduate degree in a highly quantitative/technical field (e.g., Physics, Computer Science, Economics, etc.) Graduate degree (MS, MBA, Ph.D., etc.) in a similar field will be highly valued but is not required ",Austin,Texas,"Head of Analytics at Fivestars
"
